Year,Month,PDSI
2028,8,-0.63
2028,9,-1.15
2028,10,0.36
2028,11,0.42
2028,12,0.28
2029,1,0.35
2029,2,1.01
2029,3,-0.43
2029,4,-0.41
2029,5,0.21
2029,6,1.23
2029,7,1.89
2029,8,1.78
2029,9,-0.93
2029,10,-0.93
2029,11,0.34
2029,12,1.09
2030,1,1.27
2030,2,1.32
2030,3,1.04
2030,4,0.86
2030,5,1.58
2030,6,1.63
2030,7,1.66
2030,8,3.08
2030,9,3.19
2030,10,-0.62
2030,11,-1.16
2030,12,-1.28
2031,1,-1
2031,2,-1.4
2031,3,-1.5
2031,4,-1.31
2031,5,-1.4
2031,6,-1.59
2031,7,0.93
2031,8,0.99
2031,9,-0.07
2031,10,-0.76
2031,11,-0.99
2031,12,0.14
2032,1,0.63
2032,2,1.02
2032,3,1.02
2032,4,1.47
2032,5,1.4
2032,6,0.94
2032,7,0.75
2032,8,2.15
2032,9,-0.54
2032,10,-1.15
2032,11,-1.67
2032,12,-1.49
2033,1,-1.64
2033,2,-1.59
2033,3,0.29
2033,4,0.89
2033,5,0.99
2033,6,1.47
2033,7,2.2
2033,8,1.66
2033,9,2.37
2033,10,2.74
2033,11,2.45
2033,12,2.43
2034,1,2.32
2034,2,2.4
2034,3,2.66
2034,4,2.54
2034,5,2.9
2034,6,2.89
2034,7,3.55
2034,8,3.34
2034,9,-0.61
2034,10,-1.06
2034,11,-0.99
2034,12,-0.83
2035,1,-0.98
2035,2,-0.91
2035,3,-0.72
2035,4,-0.82
2035,5,-1.2
2035,6,-0.96
2035,7,-1.39
2035,8,-0.99
2035,9,-1.35
2035,10,-1.43
2035,11,0.33
2035,12,0.07
2036,1,0.06
2036,2,0.39
2036,3,0.83
2036,4,1.36
2036,5,-0.24
2036,6,-0.74
2036,7,0.27
2036,8,2.43
2036,9,-0.52
2036,10,-0.94
2036,11,-0.55
2036,12,-0.37
2037,1,-0.67
2037,2,-0.71
2037,3,-1.08
2037,4,-1.59
2037,5,-1.89
2037,6,-2.34
2037,7,0.21
2037,8,0.2
2037,9,2.59
2037,10,0.91
2037,11,2.65
2037,12,2.57
2038,1,-0.03
2038,2,-0.42
2038,3,-1.09
2038,4,-0.62
2038,5,-1.08
2038,6,-1.5
2038,7,-1.54
2038,8,1.68
2038,9,2.15
2038,10,-0.62
2038,11,-0.89
2038,12,-0.9
2039,1,-0.59
2039,2,-0.56
2039,3,-0.67
2039,4,-0.76
2039,5,1.29
2039,6,1.22
2039,7,1.95
2039,8,-0.35
2039,9,-0.53
2039,10,0.53
2039,11,0.63
2039,12,0.31
2040,1,0.29
2040,2,0.53
2040,3,-0.54
2040,4,0.67
2040,5,-1.17
2040,6,0.41
2040,7,0.92
2040,8,1.72
2040,9,3
2040,10,2.94
2040,11,3.37
2040,12,3.7
2041,1,3.48
2041,2,2.82
2041,3,2.22
2041,4,1.99
2041,5,2.06
2041,6,3.24
2041,7,5.86
2041,8,5.87
2041,9,-0.67
2041,10,-0.32
2041,11,-0.59
2041,12,0.74
2042,1,-0.3
2042,2,-0.26
2042,3,-0.72
2042,4,0.16
2042,5,0.85
2042,6,-0.47
2042,7,-0.47
2042,8,-1.22
2042,9,-1.44
2042,10,-1.05
2042,11,-1.51
2042,12,-1.28
2043,1,-1.4
2043,2,-1.4
2043,3,-1.71
2043,4,0.12
2043,5,0.31
2043,6,0
2043,7,0.97
2043,8,1.33
2043,9,2.1
2043,10,3.58
2043,11,3
2043,12,2.65
2044,1,2.28
2044,2,2.13
2044,3,1.96
2044,4,1.28
2044,5,1.4
2044,6,1.63
2044,7,1.31
2044,8,1.63
2044,9,1.79
2044,10,1.17
2044,11,2.24
2044,12,2.01
2045,1,2.12
2045,2,1.85
2045,3,2.18
2045,4,2.26
2045,5,3.26
2045,6,3.69
2045,7,4.15
2045,8,5.31
2045,9,6.42
2045,10,5.4
2045,11,4.36
2045,12,3.91
2046,1,3.64
2046,2,3.67
2046,3,3.23
2046,4,3.99
2046,5,4.23
2046,6,4.52
2046,7,4.32
2046,8,4.62
2046,9,4.27
2046,10,5.27
2046,11,4.81
2046,12,4.52
2047,1,-0.29
2047,2,-0.55
2047,3,-0.76
2047,4,-0.85
2047,5,-0.09
2047,6,-0.28
2047,7,-0.68
2047,8,-0.63
2047,9,0.48
2047,10,0.72
2047,11,0.17
2047,12,0.31
2048,1,0.22
2048,2,0.32
2048,3,0.65
2048,4,0.73
2048,5,-0.69
2048,6,-0.64
2048,7,-1.09
2048,8,0.69
2048,9,-0.66
2048,10,-1.22
2048,11,-1.23
2048,12,-0.77
2049,1,-0.98
2049,2,-0.7
2049,3,-0.73
2049,4,-1.38
2049,5,-1.4
2049,6,0.03
2049,7,0.21
2049,8,0.96
2049,9,-0.35
2049,10,-0.52
2049,11,-0.59
2049,12,-1.05
2050,1,-0.81
2050,2,-1
2050,3,-1.4
2050,4,-1.69
2050,5,0.98
2050,6,-0.16
2050,7,-0.52
2050,8,-0.9
2050,9,0.49
2050,10,-0.86
2050,11,-1.34
2050,12,-1.54
2051,1,-1.54
2051,2,-1.7
2051,3,0.27
2051,4,0.96
2051,5,-0.02
2051,6,0.03
2051,7,0.07
2051,8,0.08
2051,9,-0.9
2051,10,-1.38
2051,11,-2.16
2051,12,-3.07
2052,1,-3.43
2052,2,-3.54
2052,3,-3.27
2052,4,-2.63
2052,5,-1.85
2052,6,-1.85
2052,7,-2.03
2052,8,-2.56
2052,9,-2.74
2052,10,-2.73
2052,11,0.62
2052,12,0.33
2053,1,0.11
2053,2,1.61
2053,3,-0.51
2053,4,-1.11
2053,5,-1.59
2053,6,-1.08
2053,7,-2.31
2053,8,-3.2
2053,9,-3.94
2053,10,-3.27
2053,11,-2.97
2053,12,-2.92
2054,1,-2.88
2054,2,-2.99
2054,3,-2.52
2054,4,-2.83
2054,5,-2.93
2054,6,0.59
2054,7,1.99
2054,8,1.69
2054,9,1.88
2054,10,-0.25
2054,11,-0.95
2054,12,-0.76
2055,1,-0.9
2055,2,-1.12
2055,3,0.63
2055,4,-0.26
2055,5,0.56
2055,6,-0.64
2055,7,-2.5
2055,8,-2.88
2055,9,-2.65
2055,10,-2.28
2055,11,-2.43
2055,12,0.29
2056,1,0
2056,2,0.15
2056,3,0.42
2056,4,0.72
2056,5,1.13
2056,6,1.52
2056,7,1.97
2056,8,-0.1
2056,9,-1.09
2056,10,-1.48
2056,11,-1.39
2056,12,-1.72
2057,1,1.26
2057,2,1.04
2057,3,1.22
2057,4,-0.04
2057,5,-0.37
2057,6,-1.93
2057,7,-2.37
2057,8,-2.7
2057,9,-2.18
2057,10,-3.03
2057,11,-3.06
2057,12,-3.45
2058,1,-3.66
2058,2,-3.61
2058,3,-2.46
2058,4,-2.59
2058,5,-2.17
2058,6,-1.41
2058,7,-1.35
2058,8,-2.16
2058,9,-2.47
2058,10,-2.36
2058,11,-2.87
2058,12,-3.08
2059,1,-3.18
2059,2,-3.22
2059,3,-3.05
2059,4,0.82
2059,5,1.15
2059,6,1.51
2059,7,1.82
2059,8,-0.57
2059,9,-1.17
2059,10,-1.56
2059,11,-1.82
2059,12,-1.86
2060,1,0.8
2060,2,0.69
2060,3,0.94
2060,4,-0.55
2060,5,0.34
2060,6,-0.38
2060,7,-0.6
2060,8,-1.78
2060,9,-2.59
2060,10,-2.73
2060,11,1.26
2060,12,-0.23
2061,1,-0.34
2061,2,-0.41
2061,3,-0.6
2061,4,-0.65
2061,5,-1.12
2061,6,1.25
2061,7,0.82
2061,8,1.09
2061,9,1.41
2061,10,1.92
2061,11,2.24
2061,12,-0.09
2062,1,-0.57
2062,2,-0.68
2062,3,-0.93
2062,4,-1.2
2062,5,-1.51
2062,6,-0.84
2062,7,-1.17
2062,8,-1.79
2062,9,-1.41
2062,10,-0.75
2062,11,-1.13
2062,12,-1.45
2063,1,-1.59
2063,2,0.06
2063,3,-0.08
2063,4,-0.13
2063,5,0.41
2063,6,1.14
2063,7,-0.35
2063,8,-0.71
2063,9,1.57
2063,10,1.3
2063,11,0.84
2063,12,0.69
2064,1,0.7
2064,2,0.89
2064,3,0.59
2064,4,1.32
2064,5,-0.09
2064,6,-0.29
2064,7,-1.19
2064,8,-1.84
2064,9,-1.7
2064,10,-1.45
2064,11,-1.59
2064,12,0.56
2065,1,0.61
2065,2,0.71
2065,3,-0.37
2065,4,0.88
2065,5,-0.35
2065,6,1.81
2065,7,2.45
2065,8,2.79
2065,9,2.9
2065,10,3.69
2065,11,4.12
2065,12,4.56
2066,1,4.03
2066,2,3.48
2066,3,3.49
2066,4,5.54
2066,5,5.41
2066,6,5.1
2066,7,5.18
2066,8,-0.63
2066,9,-0.82
2066,10,-0.17
2066,11,-0.93
2066,12,-1.03
2067,1,-1.06
2067,2,-0.99
2067,3,0.02
2067,4,0.14
2067,5,0.66
2067,6,1.65
2067,7,1.62
2067,8,-0.61
2067,9,-0.73
2067,10,-0.52
2067,11,-1.16
2067,12,0.69
2068,1,1.06
2068,2,0.88
2068,3,0.8
2068,4,0.66
2068,5,0.97
2068,6,1.24
2068,7,1.5
2068,8,-0.97
2068,9,-0.95
2068,10,0.23
2068,11,0.17
2068,12,0.8
2069,1,1.52
2069,2,-0.14
2069,3,-0.87
2069,4,-1.34
2069,5,-2.38
2069,6,-2.57
2069,7,-2.93
2069,8,-2.69
2069,9,-2.55
2069,10,-2.72
2069,11,-2.17
2069,12,-2.38
2070,1,-1.82
2070,2,-1.55
2070,3,-1.41
2070,4,-1.26
2070,5,-1.47
2070,6,-2.48
2070,7,-3.71
2070,8,-4.58
2070,9,-4.5
2070,10,-4.36
2070,11,0.2
2070,12,0.7
2071,1,-0.18
2071,2,-0.38
2071,3,-0.43
2071,4,-0.3
2071,5,-0.16
2071,6,-0.52
2071,7,-0.21
2071,8,-0.46
2071,9,-0.67
2071,10,1.48
2071,11,-0.18
2071,12,-0.47
2072,1,0.34
2072,2,0.64
2072,3,-0.01
2072,4,-0.51
2072,5,-1.33
2072,6,-1.22
2072,7,-1.92
2072,8,-3
2072,9,-3.2
2072,10,-4.06
2072,11,-3.86
2072,12,-3.55
2073,1,-2.78
2073,2,-2.62
2073,3,-2.7
2073,4,-3.17
2073,5,-2.82
2073,6,-2.74
2073,7,-3.14
2073,8,-3.82
2073,9,-3.79
2073,10,-3.7
2073,11,-4.14
2073,12,-4.25
2074,1,0.9
2074,2,1.65
2074,3,0.63
2074,4,0.81
2074,5,0.97
2074,6,0.76
2074,7,1.03
2074,8,0.72
2074,9,0.49
2074,10,1.95
2074,11,1.67
2074,12,2.56
2075,1,2.03
2075,2,2.73
2075,3,-0.28
2075,4,0.09
2075,5,0.29
2075,6,0.35
2075,7,-0.12
2075,8,-1.03
2075,9,0.67
2075,10,0.87
2075,11,-0.01
2075,12,-0.15
2076,1,-0.25
2076,2,-0.66
2076,3,-0.95
2076,4,-0.98
2076,5,0.4
2076,6,-0.78
2076,7,-0.89
2076,8,1.64
2076,9,1.35
2076,10,0.96
2076,11,1.23
2076,12,1.3
2077,1,1.48
2077,2,-0.07
2077,3,-0.76
2077,4,0.33
2077,5,-0.34
2077,6,-1.01
2077,7,-1.82
2077,8,-1.63
2077,9,-1.68
2077,10,-1.71
2077,11,-1.56
2077,12,-1.84
2078,1,-2.12
2078,2,-1.33
2078,3,-1.91
2078,4,-2.57
2078,5,-3.03
2078,6,1.01
2078,7,1.24
2078,8,-0.85
2078,9,-1.28
2078,10,-1.32
2078,11,0.72
2078,12,1.18
2079,1,1.29
2079,2,0.87
2079,3,0.61
2079,4,1.3
2079,5,-1.54
2079,6,-3.14
2079,7,-4.04
2079,8,1.32
2079,9,2.83
2079,10,1.5
2079,11,2.48
2079,12,2.29
2080,1,1.82
2080,2,1.36
2080,3,2.23
2080,4,0.03
2080,5,-1.2
2080,6,-1.87
2080,7,-1.44
2080,8,-1.52
2080,9,-1.76
2080,10,-2.44
2080,11,-2.26
2080,12,-2.61
2081,1,-2.73
2081,2,-2.35
2081,3,-1.99
2081,4,-1.92
2081,5,-2.5
2081,6,-2.79
2081,7,-3.3
2081,8,-3.4
2081,9,-2.73
2081,10,-3.11
2081,11,-2.73
2081,12,-2.74
2082,1,-2.6
2082,2,-2.68
2082,3,-1.37
2082,4,-1.56
2082,5,-1.04
2082,6,-1.39
2082,7,-1.66
2082,8,-2.46
2082,9,-2.11
2082,10,-2.46
2082,11,-3.01
2082,12,0.24
2083,1,-0.24
2083,2,0.42
2083,3,0.86
2083,4,1.45
2083,5,-0.22
2083,6,-0.47
2083,7,-1.61
2083,8,-1.97
2083,9,-2.88
2083,10,-2.99
2083,11,-3.23
2083,12,-3.9
2084,1,-4.01
2084,2,-3.39
2084,3,-2.63
2084,4,-2.47
2084,5,-2.48
2084,6,-3.12
2084,7,-4.04
2084,8,-0.04
2084,9,0.46
2084,10,2.86
2084,11,0.02
2084,12,-0.28
2085,1,-0.4
2085,2,0.04
2085,3,0.63
2085,4,-0.94
2085,5,-2.02
2085,6,-3.82
2085,7,-5
2085,8,-5.73
2085,9,-5.64
2085,10,0.89
2085,11,1.43
2085,12,1.46
2086,1,2.75
2086,2,2.8
2086,3,-0.34
2086,4,-0.08
2086,5,-0.56
2086,6,-1.9
2086,7,-2.82
2086,8,-2.62
2086,9,-3.2
2086,10,-3.06
2086,11,-3.19
2086,12,-3.02
2087,1,-2.54
2087,2,-2.74
2087,3,-2.14
2087,4,-1.43
2087,5,-1.93
2087,6,-2.56
2087,7,-3.13
2087,8,-3.56
2087,9,-3.85
2087,10,1.61
2087,11,0.9
2087,12,0.71
2088,1,0.39
2088,2,0.83
2088,3,0.56
2088,4,3.18
2088,5,-0.87
2088,6,-0.58
2088,7,-0.98
2088,8,-0.93
2088,9,0.58
2088,10,1.02
2088,11,0.41
2088,12,0.99
2089,1,-0.26
2089,2,-0.48
2089,3,-0.52
2089,4,-1.37
2089,5,-1.62
2089,6,0.69
2089,7,2.06
2089,8,2.15
2089,9,0.69
2089,10,1.73
2089,11,1.98
2089,12,1.78
2090,1,1.59
2090,2,2.48
2090,3,2.64
2090,4,2.42
2090,5,2.45
2090,6,-1.3
2090,7,-1.91
2090,8,-2.61
2090,9,-2.57
2090,10,-3.06
2090,11,-2.96
2090,12,-2.64
2091,1,-2.54
2091,2,-2.32
2091,3,-3.11
2091,4,-2.56
2091,5,-2.61
2091,6,-2.12
2091,7,-2.48
2091,8,-2.5
2091,9,0.89
2091,10,0.29
2091,11,0.66
2091,12,0.4
2092,1,0.3
2092,2,0.65
2092,3,0.75
2092,4,-0.1
2092,5,-0.74
2092,6,-1.13
2092,7,-1.78
2092,8,-2.34
2092,9,-2.4
2092,10,-2.66
2092,11,-1.89
2092,12,-1.92
2093,1,-1.92
2093,2,-2.12
2093,3,-1.9
2093,4,-1.23
2093,5,-1.83
2093,6,-1.66
2093,7,-2.35
2093,8,-2.92
2093,9,0.61
2093,10,1.4
2093,11,1.66
2093,12,1.11
2094,1,1.16
2094,2,1.18
2094,3,2.24
2094,4,1.59
2094,5,2.74
2094,6,2.68
2094,7,3.08
2094,8,3.3
2094,9,1.98
2094,10,1.63
2094,11,3.08
2094,12,-0.15
2095,1,0.21
2095,2,-0.07
2095,3,-0.28
2095,4,-1.15
2095,5,-0.65
2095,6,-1.03
2095,7,-0.78
2095,8,-1.25
2095,9,-2.64
2095,10,-3.73
2095,11,-3.71
2095,12,-3.58
2096,1,-3.28
2096,2,-2.53
2096,3,-2.34
2096,4,-2.17
2096,5,-2.54
2096,6,-3.36
2096,7,-4.2
2096,8,-4.78
2096,9,-4.42
2096,10,0.38
2096,11,1.34
2096,12,1.24
2097,1,1.51
2097,2,1.79
2097,3,2.09
2097,4,1.57
2097,5,2.1
2097,6,2.97
2097,7,4.14
2097,8,4.73
2097,9,-1.05
2097,10,-0.96
2097,11,-1.81
2097,12,-1.64
2098,1,-1.44
2098,2,-1.22
2098,3,-0.6
2098,4,-0.56
2098,5,-0.48
2098,6,-0.92
2098,7,-1.28
2098,8,-1.13
2098,9,-1.68
2098,10,-2.42
2098,11,-1.89
2098,12,-1.48
2099,1,-1.56
2099,2,-1.32
2099,3,-1.3
2099,4,-2.22
2099,5,-2.46
2099,6,-2.31
2099,7,-2.21
2099,8,-2.6
2099,9,-2.48
2099,10,0.53
2099,11,1.14
2099,12,1.18
2100,1,2.05
2100,2,2.38
2100,3,2.69
2100,4,2.29
2100,5,2.56
2100,6,2.35
2100,7,1.71
2100,8,1.02
2100,9,4.57
2100,10,3.94
2100,11,3.66
2100,12,3.6
